0.0	0.05464
0.05	0.10447
0.1	0.17789
0.15	0.26984
0.2	0.37246
0.25	0.47589
0.3	0.56941
0.35	0.64311
0.4	0.68892
0.45	0.70231
0.5	0.68321
0.55	0.63531
0.6	0.56518
0.65	0.48091
0.7	0.39085
0.75	0.30245
0.8	0.22143
0.85	0.1514
0.9	0.09392
0.95	0.04894
1.0	0.01535
1.05	-0.00861
1.1	-0.02479
1.15	-0.03504
1.2	-0.04083
1.25	-0.0434
1.3	-0.0436
1.35	-0.04213
1.4	-0.03951
1.45	-0.03619
1.5	-0.03247
1.55	-0.02862
1.6	-0.02479
1.65	-0.02114
1.7	-0.01762
1.75	-0.01412
1.8	-0.01053
1.85	-0.00657
1.9	-0.00198
1.95	0.00364
2.0	0.01076
2.05	0.0202
2.1	0.03297
2.15	0.05058
2.2	0.07494
2.25	0.10826
2.3	0.15306
2.35	0.21173
2.4	0.28607
2.45	0.37627
2.5	0.48082
2.55	0.59582
2.6	0.71597
2.65	0.83377
2.7	0.93644
2.75	1.01275
2.8	1.05479
2.85	1.05739
2.9	1.01958
2.95	0.94618
3.0	0.84499
3.05	0.72618
3.1	0.60071
3.15	0.47828
3.2	0.36638
3.25	0.26971
3.3	0.1904
3.35	0.12802
3.4	0.08101
3.45	0.04697
3.5	0.02325
3.55	0.00744
3.6	-0.00244
3.65	-0.00802
3.7	-0.01051
3.75	-0.01077
3.8	-0.00952
3.85	-0.00721
3.9	-0.00428
3.95	-0.00106
4.0	0.00217
4.05	0.00518
4.1	0.00785
4.15	0.01009
4.2	0.01201
4.25	0.01372
4.3	0.01549
4.35	0.01765
4.4	0.02108
4.45	0.02634
4.5	0.03442
4.55	0.04695
4.6	0.06591
4.65	0.09378
4.7	0.13389
4.75	0.19041
4.8	0.26587
4.85	0.36207
4.9	0.47811
4.95	0.6096
5.0	0.74672
5.05	0.87641
5.1	0.98415
5.15	1.05461
5.2	1.07854
5.25	1.0502
5.3	0.97564
5.35	0.86476
5.4	0.73156
5.45	0.59141
5.5	0.45716
5.55	0.33789
5.6	0.23824
5.65	0.15991
5.7	0.10071
5.75	0.05763
5.8	0.02767
5.85	0.00725
5.9	-0.00621
5.95	-0.01468
6.0	-0.01989
6.05	-0.02286
6.1	-0.02435
6.15	-0.02491
6.2	-0.02481
6.25	-0.02431
6.3	-0.02346
6.35	-0.02231
6.4	-0.02085
6.45	-0.01899
6.5	-0.01666
6.55	-0.01383
6.6	-0.01043
6.65	-0.00648
6.7	-0.0021
6.75	0.00262
6.8	0.0075
6.85	0.01254
6.9	0.01761
6.95	0.02284
7.0	0.02829
7.05	0.03409
7.1	0.04022
7.15	0.04663
7.2	0.05313
7.25	0.05933
7.3	0.06484
7.35	0.06902
7.4	0.07157
7.45	0.072
7.5	0.07021
7.55	0.06627
7.6	0.06041
7.65	0.05296
7.7	0.04449
7.75	0.03543
7.8	0.02628
