0.0	6.17048	2.94071	2.36246	500.0	0.0
1.0	6.13595	2.93731	2.36092	500.0	0.0
2.0	6.28774	3.49547	2.56445	500.0	0.0
3.0	6.28769	3.49455	2.56483	500.0	0.0
4.0	6.28769	3.49364	2.56521	500.0	0.0
5.0	6.28775	3.49273	2.56561	500.0	0.0
6.0	6.28788	3.49184	2.56601	500.0	0.0
7.0	6.28763	3.49082	2.56636	500.0	0.0
8.0	6.28662	3.48951	2.56659	500.0	0.0
9.0	6.28572	3.48822	2.56684	500.0	0.0
10.0	6.28487	3.48697	2.56708	500.0	0.0
11.0	6.2841	3.48574	2.56734	500.0	0.0
12.0	6.28343	3.48453	2.56762	500.0	0.0
13.0	6.28285	3.48334	2.56791	500.0	0.0
14.0	6.28237	3.48217	2.56821	500.0	0.0
15.0	6.28197	3.48102	2.56852	500.0	0.0
16.0	6.28167	3.47989	2.56885	500.0	0.0
17.0	6.28146	3.47878	2.56919	500.0	0.0
18.0	6.28133	3.47769	2.56954	500.0	0.0
19.0	6.28128	3.47661	2.56991	500.0	0.0
20.0	7.32087	4.13119	3.31916	500.0	0.0
21.0	7.31818	4.12836	3.31865	500.0	0.0
22.0	7.3156	4.12561	3.31817	500.0	0.0
23.0	7.31312	4.12294	3.31771	500.0	0.0
24.0	7.31074	4.12034	3.31728	500.0	0.0
25.0	7.30846	4.11783	3.31687	500.0	0.0
26.0	7.30627	4.11539	3.31648	500.0	0.0
27.0	7.30416	4.113	3.31612	500.0	0.0
28.0	7.30212	4.11067	3.31577	500.0	0.0
29.0	7.30019	4.10842	3.31544	500.0	0.0
30.0	7.29835	4.10623	3.31514	500.0	0.0
31.0	7.29661	4.10413	3.31486	500.0	0.0
32.0	7.29496	4.10209	3.3146	500.0	0.0
33.0	7.29341	4.10013	3.31436	500.0	0.0
34.0	7.29184	4.09818	3.31412	500.0	0.0
35.0	7.29004	4.0961	3.31383	500.0	0.0
36.0	7.28833	4.09409	3.31357	500.0	0.0
37.0	7.28673	4.09215	3.31332	500.0	0.0
38.0	7.28521	4.09028	3.3131	500.0	0.0
39.0	7.2838	4.08849	3.31291	500.0	0.0
40.0	7.28367	4.08764	3.31299	500.0	0.0
41.0	8.10619	4.64552	3.38089	500.0	0.0
42.0	8.10465	4.64358	3.38092	500.0	0.0
43.0	8.10322	4.64168	3.38097	500.0	0.0
44.0	8.1019	4.63982	3.38105	500.0	0.0
45.0	8.10069	4.638	3.38115	500.0	0.0
46.0	8.09958	4.63623	3.38127	500.0	0.0
47.0	8.09858	4.63449	3.38141	500.0	0.0
48.0	8.09768	4.6328	3.38158	500.0	0.0
49.0	8.09688	4.63114	3.38177	500.0	0.0
50.0	8.09618	4.62953	3.38198	500.0	0.0
51.0	8.09559	4.62795	3.38221	500.0	0.0
52.0	8.09509	4.62641	3.38246	500.0	0.0
53.0	8.09469	4.62491	3.38273	500.0	0.0
54.0	8.09399	4.62331	3.38293	500.0	0.0
55.0	8.09125	4.62101	3.38265	500.0	0.0
56.0	8.0891	4.61891	3.3825	500.0	0.0
57.0	8.08753	4.61703	3.38249	500.0	0.0
58.0	8.08654	4.61536	3.38262	500.0	0.0
59.0	8.08612	4.61389	3.38288	500.0	0.0
60.0	8.08626	4.61263	3.38327	500.0	0.0
61.0	8.08697	4.61157	3.38379	500.0	0.0
62.0	8.08822	4.61071	3.38444	500.0	0.0
63.0	8.09003	4.61005	3.38522	500.0	0.0
64.0	8.09237	4.60958	3.38613	500.0	0.0
65.0	8.09251	4.60815	3.38657	461.84318	0.0
66.0	8.0916	4.60631	3.38679	419.32917	0.0
67.0	8.09075	4.60448	3.38703	382.75794	0.0
68.0	8.08994	4.60266	3.38727	351.15587	0.0
69.0	8.08918	4.60085	3.38753	323.73143	0.0
70.0	8.08837	4.59904	3.38778	299.83752	0.0
71.0	8.08759	4.59725	3.38804	278.94227	0.0
72.0	8.08687	4.59547	3.38831	260.60631	0.0
73.0	8.0862	4.59372	3.38859	244.46489	0.0
74.0	8.08559	4.59199	3.38888	230.21374	0.0
75.0	8.08505	4.59029	3.38918	217.59791	0.0
76.0	8.08456	4.58862	3.3895	206.40283	0.0
77.0	8.08413	4.58698	3.38983	196.44711	0.0
78.0	8.08377	4.58538	3.39017	187.57682	0.0
79.0	8.08348	4.58381	3.39052	179.6608	0.0
80.0	8.08325	4.58228	3.39088	172.58683	0.0
81.0	8.08308	4.58078	3.39125	166.25855	0.0
82.0	8.08299	4.57933	3.39164	160.5929	0.0
83.0	8.08296	4.57791	3.39203	155.51802	0.0
84.0	8.083	4.57654	3.39244	150.97149	0.0
85.0	8.0831	4.57521	3.39286	146.89889	0.0
86.0	8.08328	4.57393	3.39328	143.2526	0.0
87.0	8.08339	4.57264	3.3937	139.99074	0.0
88.0	8.08349	4.57138	3.3941	137.07635	0.0
89.0	8.08367	4.57016	3.39452	134.47664	0.0
90.0	8.08395	4.569	3.39496	132.16239	0.0
91.0	8.08432	4.56789	3.39541	130.10738	0.0
92.0	8.08478	4.56683	3.39587	128.288	0.0
93.0	8.08532	4.56581	3.39635	126.68278	0.0
94.0	8.08595	4.56485	3.39685	125.27217	0.0
95.0	8.08601	4.56374	3.39722	124.03818	0.0
96.0	8.08612	4.56266	3.39759	122.96423	0.0
97.0	8.08628	4.56162	3.39798	122.03495	0.0
98.0	8.08649	4.56061	3.39837	121.23612	0.0
99.0	8.08675	4.55964	3.39877	120.55465	0.0
100.0	8.08706	4.55869	3.39918	119.9786	0.0
101.0	8.08742	4.55778	3.39959	119.49733	0.0
102.0	8.08782	4.55689	3.40001	119.10165	0.0
103.0	8.08827	4.55603	3.40044	118.78405	0.0
104.0	8.08876	4.5552	3.40088	118.53884	0.0
105.0	8.0893	4.5544	3.40133	118.3623	0.0
106.0	8.08988	4.55362	3.40178	118.25259	0.0
107.0	8.09036	4.55282	3.40221	118.20953	0.0
108.0	8.0909	4.55204	3.40265	118.23412	0.0
109.0	8.09149	4.5513	3.4031	118.32802	0.0
110.0	8.09212	4.55058	3.40355	118.49296	0.0
111.0	8.0928	4.5499	3.40402	118.73018	0.0
112.0	8.09352	4.54924	3.40449	119.04011	0.0
113.0	8.09429	4.54861	3.40497	119.42221	0.0
