0.0	55.0
0.0	146.0
-50.0	5.0e-5
-49.95	6.0e-5
-49.9	6.0e-5
-49.85	7.0e-5
-49.8	7.0e-5
-49.75	8.0e-5
-49.7	8.0e-5
-49.65	8.0e-5
-49.6	7.0e-5
-49.55	7.0e-5
-49.5	6.0e-5
-49.45	6.0e-5
-49.4	5.0e-5
-49.35	4.0e-5
-49.3	3.0e-5
-49.25	2.0e-5
-49.2	1.0e-5
-49.15	-0.0
-49.1	-1.0e-5
-49.05	-3.0e-5
-49.0	-4.0e-5
-48.95	-5.0e-5
-48.9	-6.0e-5
-48.85	-8.0e-5
-48.8	-9.0e-5
-48.75	-0.00011
-48.7	-0.00012
-48.65	-0.00014
-48.6	-0.00015
-48.55	-0.00016
-48.5	-0.00018
-48.45	-0.00019
-48.4	-0.0002
-48.35	-0.00021
-48.3	-0.00022
-48.25	-0.00023
-48.2	-0.00024
-48.15	-0.00025
-48.1	-0.00025
-48.05	-0.00026
-48.0	-0.00026
-47.95	-0.00026
-47.9	-0.00027
-47.85	-0.00027
-47.8	-0.00026
-47.75	-0.00026
-47.7	-0.00026
-47.65	-0.00025
-47.6	-0.00024
-47.55	-0.00023
-47.5	-0.00022
-47.45	-0.0002
-47.4	-0.00019
-47.35	-0.00017
-47.3	-0.00015
-47.25	-0.00012
-47.2	-0.0001
-47.15	-7.0e-5
-47.1	-4.0e-5
-47.05	-1.0e-5
-47.0	1.0e-5
-46.95	4.0e-5
-46.9	6.0e-5
-46.85	9.0e-5
-46.8	0.00011
-46.75	0.00012
-46.7	0.00013
-46.65	0.00014
-46.6	0.00014
-46.55	0.00015
-46.5	0.00015
-46.45	0.00014
-46.4	0.00014
-46.35	0.00013
-46.3	0.00012
-46.25	0.00011
-46.2	0.0001
-46.15	9.0e-5
-46.1	8.0e-5
-46.05	7.0e-5
-46.0	5.0e-5
-45.95	4.0e-5
-45.9	3.0e-5
-45.85	2.0e-5
-45.8	1.0e-5
-45.75	-0.0
-45.7	-1.0e-5
-45.65	-2.0e-5
-45.6	-2.0e-5
-45.55	-2.0e-5
-45.5	-2.0e-5
-45.45	-1.0e-5
-45.4	-1.0e-5
-45.35	0.0
-45.3	1.0e-5
-45.25	3.0e-5
-45.2	4.0e-5
-45.15	6.0e-5
-45.1	8.0e-5
-45.05	0.0001
-45.0	0.00012
-44.95	0.00014
-44.9	0.00016
-44.85	0.00018
-44.8	0.0002
-44.75	0.00022
-44.7	0.00024
-44.65	0.00026
-44.6	0.00028
-44.55	0.00029
-44.5	0.00031
-44.45	0.00033
-44.4	0.00035
-44.35	0.00037
-44.3	0.00039
-44.25	0.00041
-44.2	0.00043
-44.15	0.00044
-44.1	0.00045
-44.05	0.00046
-44.0	0.00047
-43.95	0.00048
-43.9	0.00048
-43.85	0.00047
